,Tweet_ID,Jpg_url,Img_number,Prediction_1,P1_confidence,P1_is_dog,Prediction_2,P2_confidence,P2_is_dog,Prediction_3,P3_confidence,P3_is_dog,Source,Text,Expanded_urls,Name,Retweets_number,Likes_number,Date,Time,Score,Link,Stage
12,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,Walker Hound,0.260857,True,English Foxhound,0.17538199999999998,True,Ibizan Hound,0.0974705,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot ,https://twitter.com/dog_rates/status/666073100786774016/photo/1,None,172,326,"16, Nov 2015",01:59:36,10.0,https://t.co/Yk6GHE9tOY,None
13,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,Pug,0.489814,True,Bull Mastiff,0.40472199999999997,True,French Bulldog,0.0489595,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof ,https://twitter.com/dog_rates/status/666082916733198337/photo/1,None,45,120,"16, Nov 2015",02:38:37,6.0,https://t.co/3RU6x0vHB7,None
14,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,Bloodhound,0.195217,True,German Shepherd,0.0782598,True,Malinois,0.07562780000000001,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with ,https://twitter.com/dog_rates/status/666094000022159362/photo/1,None,76,166,"16, Nov 2015",03:22:39,9.0,https://t.co/mnioXo3IfP,None
15,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,Lhasa,0.58233,True,Shih-Tzu,0.166192,True,Dandie Dinmont,0.0896883,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 ,https://twitter.com/dog_rates/status/666099513787052032/photo/1,None,71,159,"16, Nov 2015",03:44:34,8.0,https://t.co/Ri4nMTLq5C,None
16,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,English Setter,0.298617,True,Newfoundland,0.149842,True,Borzoi,0.133649,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 ,https://twitter.com/dog_rates/status/666102155909144576/photo/1,None,13,80,"16, Nov 2015",03:55:04,11.0,https://t.co/11LvqN4WLq,None
17,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,Hen,0.965932,False,Cock,0.0339194,False,Partridge,5.20658e-05,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 ,https://twitter.com/dog_rates/status/666104133288665088/photo/1,None,6720,14506,"16, Nov 2015",04:02:55,1.0,https://t.co/Asgdc6kuLX,None
18,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,Desktop Computer,0.086502,False,Desk,0.0855474,False,Bookcase,0.0794797,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Very concerned about fellow dog trapped in computer. 10/10 ,https://twitter.com/dog_rates/status/666268910803644416/photo/1,None,36,105,"16, Nov 2015",14:57:41,10.0,https://t.co/0yxApIikpk,None
19,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,Italian Greyhound,0.176053,True,Toy Terrier,0.111884,True,Basenji,0.111152,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can take selfies 11/10 ,https://twitter.com/dog_rates/status/666273097616637952/photo/1,None,78,179,"16, Nov 2015",15:14:19,11.0,https://t.co/ws2AMaNwPW,None
20,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,Maltese Dog,0.8575309999999999,True,Toy Poodle,0.0630638,True,Miniature Poodle,0.0255806,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 ,https://twitter.com/dog_rates/status/666287406224695296/photo/1,None,68,151,"16, Nov 2015",16:11:11,9.0,https://t.co/d9NcXFKwLv,None
21,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,Three-Toed Sloth,0.9146709999999999,False,Otter,0.01525,False,Great Grey Owl,0.0132072,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 ,https://twitter.com/dog_rates/status/666293911632134144/photo/1,None,361,513,"16, Nov 2015",16:37:02,3.0,https://t.co/IIXis0zta0,None
22,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,Ox,0.41666899999999996,False,Newfoundland,0.278407,True,Groenendael,0.10264300000000001,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively ,https://twitter.com/dog_rates/status/666337882303524864/photo/1,None,94,201,"16, Nov 2015",19:31:45,9.0,https://t.co/QpRjllzWAL,None
23,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Golden Retriever,0.8587440000000001,True,Chesapeake Bay Retriever,0.054786800000000004,True,Labrador Retriever,0.014240899999999999,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 ,https://twitter.com/dog_rates/status/666345417576210432/photo/1,None,143,304,"16, Nov 2015",20:01:42,10.0,https://t.co/VFKG1vxGjB,None
24,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.33687399999999995,True,Siberian Husky,0.147655,True,Eskimo Dog,0.09341239999999999,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 ,https://twitter.com/dog_rates/status/666353288456101888/photo/1,None,74,227,"16, Nov 2015",20:32:58,8.0,https://t.co/tltQ5w9aUO,None
25,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,Guinea Pig,0.9964959999999999,False,Skunk,0.00240245,False,Hamster,0.0004608630000000001,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet ,https://twitter.com/dog_rates/status/666362758909284353/photo/1,None,581,788,"16, Nov 2015",21:10:36,6.0,https://t.co/XMD9CwjEnM,None
26,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,Soft-Coated Wheaten Terrier,0.326467,True,Afghan Hound,0.25955100000000003,True,Briard,0.20680300000000001,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Those are sunglasses and a jean jacket. 11/10 dog cool af ,https://twitter.com/dog_rates/status/666373753744588802/photo/1,None,95,192,"16, Nov 2015",21:54:18,11.0,https://t.co/uHXrPkUEyl,None
27,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,Toy Terrier,0.00939697,True,Papillon,0.00457681,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 ,https://twitter.com/dog_rates/status/666396247373291520/photo/1,None,87,170,"16, Nov 2015",23:23:41,9.0,https://t.co/Dc7b0E8qFE,None
28,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-And-Tan Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated Retriever,0.17381,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 ,https://twitter.com/dog_rates/status/666407126856765440/photo/1,None,42,112,"17, Nov 2015",00:06:54,7.0,https://t.co/LopTBkKa8h,None
29,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,Coho,0.40464,False,Barracouta,0.271485,False,Gar,0.189945,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 ,https://twitter.com/dog_rates/status/666411507551481857/photo/1,None,333,452,"17, Nov 2015",00:24:19,2.0,https://t.co/aMCTNWO94t,None
30,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 ,https://twitter.com/dog_rates/status/666418789513326592/photo/1,Walter,47,127,"17, Nov 2015",00:53:15,10.0,https://t.co/qXpcwENTvn,None
31,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim Spaniel,0.906777,True,Cocker Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*internally screaming* 12/10 ,https://twitter.com/dog_rates/status/666421158376562688/photo/1,None,116,321,"17, Nov 2015",01:02:40,12.0,https://t.co/YMcrXC2Y6R,None
32,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with ,https://twitter.com/dog_rates/status/666428276349472768/photo/1,None,86,167,"17, Nov 2015",01:30:57,7.0,https://t.co/NMQq6HIglK,None
33,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,Llama,0.505184,False,Irish Terrier,0.104109,True,Dingo,0.0620712,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 ,https://twitter.com/dog_rates/status/666430724426358785/photo/1,None,200,322,"17, Nov 2015",01:40:41,6.0,https://t.co/yECbFrSArM,None
34,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake Bay Retriever,0.18413,True,Chain Saw,0.056775300000000015,False,Power Drill,0.0367634,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 ",https://twitter.com/dog_rates/status/666435652385423360/photo/1,None,54,168,"17, Nov 2015",02:00:15,10.0,https://t.co/GlFZPzqcEU,None
35,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Chihuahua,0.6718529999999999,True,Beagle,0.12468,True,Saluki,0.04409419999999999,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 ,https://twitter.com/dog_rates/status/666437273139982337/photo/1,None,50,129,"17, Nov 2015",02:06:42,7.0,https://t.co/7LtjBS0GPK,None
36,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,Curly-Coated Retriever,0.32208400000000004,True,Giant Schnauzer,0.287955,True,Labrador Retriever,0.166331,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say ,https://twitter.com/dog_rates/status/666447344410484738/photo/1,Scout,22,105,"17, Nov 2015",02:46:43,9.0,https://t.co/kH60oka1HW,None
37,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Dalmatian,0.278954,True,Labrador Retriever,0.237612,True,Great Pyrenees,0.171106,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 ,https://twitter.com/dog_rates/status/666454714377183233/photo/1,Kreggory,215,531,"17, Nov 2015",03:16:00,10.0,https://t.co/uPqPeXAcua,None
38,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan Hound,0.0443334,True,Pembroke,0.0432093,True,West Highland White Terrier,0.0389056,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,Jimothy,86,236,"17, Nov 2015",15:51:26,9.0,https://t.co/LEkZjZxESQ,None
39,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border Collie,0.44780299999999995,True,English Springer,0.170497,True,Collie,0.139206,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 ,https://twitter.com/dog_rates/status/666649482315059201/photo/1,None,596,903,"17, Nov 2015",16:09:56,4.0,https://t.co/vXMKrJC81s,None
40,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German Shepherd,0.9754010000000001,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 ,https://twitter.com/dog_rates/status/666691418707132416/photo/1,Christoper,48,190,"17, Nov 2015",18:56:35,8.0,https://t.co/bg4TqvvkuF,None
41,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador Retriever,0.887707,True,Chihuahua,0.029307,True,French Bulldog,0.0207563,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly ,https://twitter.com/dog_rates/status/666701168228331520/photo/1, Johm,224,443,"17, Nov 2015",19:35:19,8.0,https://t.co/uQbZJM2DQB,None
42,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Miniature Poodle,0.546933,True,Cocker Spaniel,0.16525499999999999,True,Toy Poodle,0.0959589,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 ,https://twitter.com/dog_rates/status/666739327293083650/photo/1, Rocky,67,240,"17, Nov 2015",22:06:57,10.0,https://t.co/tI3uFLDHBI,None
43,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat Belt,0.37505700000000003,False,Miniature Pinscher,0.167175,True,Chihuahua,0.0869506,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 ,https://twitter.com/dog_rates/status/666776908487630848/photo/1,Josep,180,360,"18, Nov 2015",00:36:17,5.0,https://t.co/XNGeDwrtYH,None
44,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 ,https://twitter.com/dog_rates/status/666781792255496192/photo/1, Octaviath,203,398,"18, Nov 2015",00:55:42,10.0,https://t.co/uEvsGLOFHa,None
45,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.9998879999999999,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 ,https://twitter.com/dog_rates/status/666786068205871104/photo/1,None,504,786,"18, Nov 2015",01:12:41,2.0,https://t.co/EIn5kElY1S,None
46,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English Setter,0.32879200000000003,True,Brittany Spaniel,0.283545,True,Ibizan Hound,0.0574615,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 ,https://twitter.com/dog_rates/status/666804364988780544/photo/1,Jockson,94,246,"18, Nov 2015",02:25:23,8.0,https://t.co/RdKbAOEpDK,None
47,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature Schnauzer,0.496953,True,Standard Schnauzer,0.28527600000000003,True,Giant Schnauzer,0.07376369999999999,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 ,https://twitter.com/dog_rates/status/666817836334096384/photo/1,Jeph,259,535,"18, Nov 2015",03:18:55,9.0,https://t.co/8whlkYw3mO,None
48,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese Dog,0.359383,True,Teddy,0.148759,False,West Highland White Terrier,0.10600699999999999,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup ,https://twitter.com/dog_rates/status/666826780179869698/photo/1,None,101,261,"18, Nov 2015",03:54:28,12.0,https://t.co/V6ZzG45zzG,pupper
49,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,Toy Poodle,0.12403,True,Teddy,0.11018299999999999,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 ,https://twitter.com/dog_rates/status/666835007768551424/photo/1," Cupit , Prencer",82,221,"18, Nov 2015",04:27:09,10.0,https://t.co/ZnEMHBsAs1,None
50,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.44211300000000003,False,Armadillo,0.114071,False,Common Iguana,0.0432553,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 ,https://twitter.com/dog_rates/status/666837028449972224/photo/1,None,569,841,"18, Nov 2015",04:35:11,3.0,https://t.co/xYGdBrMS9h,None
51,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Swab,0.589446,False,Chain Saw,0.190142,False,Wig,0.0345097,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever ,https://twitter.com/dog_rates/status/666983947667116034/photo/1, Pepe,1026,2634,"18, Nov 2015",14:18:59,11.0,https://t.co/cyDfaK8NBc,None
52,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.507637,False,Rottweiler,0.0624899,True,Water Buffalo,0.048424699999999994,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 ,https://twitter.com/dog_rates/status/666996132027977728/photo/1,Carll,100,252,"18, Nov 2015",15:07:24,10.0,https://t.co/SVpNbhaIMk,None
