enrollment_id,course_enroll,user_enroll,course_drop_rate
194,5890,3,0.7286077379271392
195,12004,7,0.7687447346251053
196,4307,1,0.7825920245398773
197,7775,1,0.8369144821658788
198,4010,3,0.8351239669421487
199,1185,1,0.884180790960452
200,12004,1,0.7687447346251053
201,1471,1,0.9193548387096774
202,7775,3,0.8369144821658788
203,7775,1,0.8369144821658788
204,1187,2,0.8140845070422535
205,2151,1,0.9383561643835616
206,12004,1,0.7687447346251053
207,10322,3,0.6959252697696892
208,8223,4,0.7677590067168736
209,1038,1,0.7970540098199672
210,2796,2,0.666865671641791
211,761,6,0.8755458515283843
212,7775,1,0.8369144821658788
213,4010,1,0.8351239669421487
214,1240,5,0.8834269662921348
215,8223,3,0.7677590067168736
216,645,3,0.8934010152284264
217,4010,1,0.8351239669421487
218,1038,1,0.7970540098199672
219,4307,4,0.7825920245398773
220,10322,1,0.6959252697696892
221,4684,1,0.8265342319971621
222,2151,1,0.9383561643835616
223,7775,6,0.8369144821658788
224,10322,1,0.6959252697696892
225,9382,1,0.6922939707456297
226,2392,1,0.779887482419128
227,5890,3,0.7286077379271392
228,2207,1,0.7635239567233385
229,1471,1,0.9193548387096774
230,1933,1,0.8434256055363322
231,2151,1,0.9383561643835616
232,3005,3,0.8684807256235828
233,7775,3,0.8369144821658788
234,10322,5,0.6959252697696892
235,8223,2,0.7677590067168736
236,8223,1,0.7677590067168736
237,1187,2,0.8140845070422535
238,9382,1,0.6922939707456297
239,9382,1,0.6922939707456297
240,2004,3,0.8655115511551155
241,2992,1,0.8740947075208914
242,2992,8,0.8740947075208914
243,4010,2,0.8351239669421487
244,3005,3,0.8684807256235828
245,10322,1,0.6959252697696892
246,8223,1,0.7677590067168736
247,10322,2,0.6959252697696892
248,8223,3,0.7677590067168736
249,12004,2,0.7687447346251053
250,10322,1,0.6959252697696892
251,1240,1,0.8834269662921348
252,3005,2,0.8684807256235828
253,1240,2,0.8834269662921348
254,8223,3,0.7677590067168736
255,9382,1,0.6922939707456297
256,1240,2,0.8834269662921348
257,2207,1,0.7635239567233385
258,9382,1,0.6922939707456297
259,2992,1,0.8740947075208914
260,1038,7,0.7970540098199672
261,12004,2,0.7687447346251053
262,10322,9,0.6959252697696892
263,1038,1,0.7970540098199672
264,12004,1,0.7687447346251053
265,898,3,0.8837638376383764
266,4896,1,0.829657278588395
267,2981,16,0.7996706915477497
268,8223,1,0.7677590067168736
269,2992,5,0.8740947075208914
270,12004,3,0.7687447346251053
271,12004,2,0.7687447346251053
272,2269,1,0.8274831964152353
273,4896,7,0.829657278588395
274,2981,3,0.7996706915477497
275,2207,2,0.7635239567233385
276,2004,2,0.8655115511551155
277,4684,2,0.8265342319971621
278,1402,4,0.8434466019417476
279,2992,1,0.8740947075208914
280,12004,1,0.7687447346251053
281,769,3,0.9129511677282378
282,1187,1,0.8142458100558659
283,4307,3,0.7825920245398773
284,5890,2,0.7286077379271392
285,10322,1,0.6959252697696892
286,1878,1,0.8666092943201377
287,1476,1,0.7977401129943503
288,1878,5,0.8666092943201377
289,1476,3,0.7977401129943503
290,2981,1,0.7996706915477497
291,10322,1,0.6959252697696892
292,7775,2,0.8369144821658788
293,1240,3,0.8834269662921348
294,3005,2,0.8684807256235828
295,2981,3,0.7996706915477497
296,1235,1,0.8134920634920635
297,2004,1,0.8655115511551155
298,1235,1,0.8134920634920635
299,2151,1,0.9383561643835616
300,10322,3,0.6959252697696892
301,1402,1,0.8434466019417476
302,2008,1,0.8115823817292006
303,1240,1,0.8834269662921348
304,7775,1,0.8369144821658788
305,10322,1,0.6959252697696892
306,12004,2,0.7687447346251053
307,1933,3,0.8434256055363322
308,12004,1,0.7687447346251053
309,761,3,0.8755458515283843
310,7775,8,0.8369144821658788
311,9382,1,0.6922939707456297
312,10322,4,0.6959252697696892
313,8223,2,0.7677590067168736
314,12004,1,0.7687447346251053
315,1481,1,0.8239910313901345
316,1402,2,0.8434466019417476
317,1402,3,0.8434466019417476
318,7775,14,0.8369144821658788
319,2004,1,0.8655115511551155
320,2981,2,0.7996706915477497
321,2207,5,0.7635239567233385
322,4010,1,0.8351239669421487
323,5890,3,0.7286077379271392
324,8223,1,0.7677590067168736
325,8223,4,0.7677590067168736
326,4010,3,0.8351239669421487
327,9382,1,0.6922939707456297
328,2992,1,0.8740947075208914
329,2796,3,0.666865671641791
330,769,1,0.9129511677282378
331,12004,1,0.7687447346251053
332,2981,4,0.7996706915477497
333,2004,1,0.8655115511551155
334,9382,4,0.6922939707456297
335,2008,3,0.8115823817292006
336,973,2,0.9151943462897526
337,1878,9,0.8666092943201377
338,7775,1,0.8369144821658788
339,2981,1,0.7996706915477497
340,10322,1,0.6959252697696892
341,9382,10,0.6922939707456297
342,2055,2,0.8201720093823299
343,12004,1,0.7687447346251053
344,12004,1,0.7687447346251053
345,5890,10,0.7286077379271392
346,7775,1,0.8369144821658788
347,1185,2,0.884180790960452
348,10322,1,0.6959252697696892
349,2796,1,0.666865671641791
350,1038,2,0.7970540098199672
351,1933,1,0.8434256055363322
352,1235,1,0.8134920634920635
353,10322,1,0.6959252697696892
354,8223,1,0.7677590067168736
355,10322,2,0.6959252697696892
356,8223,2,0.7677590067168736
357,2004,3,0.8655115511551155
358,5890,2,0.7286077379271392
359,10322,5,0.6959252697696892
360,4010,2,0.8351239669421487
361,1402,1,0.8434466019417476
362,9382,3,0.6922939707456297
363,4307,2,0.7825920245398773
364,8223,1,0.7677590067168736
365,5890,4,0.7286077379271392
366,1933,4,0.8434256055363322
367,898,4,0.8837638376383764
368,12004,1,0.7687447346251053
369,4896,1,0.829657278588395
370,2992,2,0.8740947075208914
371,4896,3,0.829657278588395
372,4307,4,0.7825920245398773
373,2269,2,0.8274831964152353
374,4307,1,0.7825920245398773
375,4684,9,0.8265342319971621
376,4896,3,0.829657278588395
377,2008,1,0.8115823817292006
378,9382,1,0.6922939707456297
379,1038,6,0.7970540098199672
380,4684,1,0.8265342319971621
381,1476,1,0.7977401129943503
382,1476,2,0.7977401129943503
383,2151,1,0.9383561643835616
384,2981,1,0.7996706915477497
385,2269,2,0.8274831964152353
386,2269,2,0.8274831964152353
387,2992,5,0.8740947075208914
388,761,1,0.8755458515283843
389,5890,4,0.7286077379271392
390,12004,1,0.7687447346251053
391,1430,1,0.8954171562867215
392,1235,1,0.8134920634920635
393,1185,3,0.884180790960452
394,10322,2,0.6959252697696892
395,7775,1,0.8369144821658788
396,3005,4,0.8684807256235828
397,7775,1,0.8369144821658788
398,4307,1,0.7825920245398773
399,973,3,0.9151943462897526
400,4684,3,0.8265342319971621
401,9382,1,0.6922939707456297
402,8223,4,0.7677590067168736
403,1481,1,0.8239910313901345
404,9382,1,0.6922939707456297
405,2151,1,0.9383561643835616
406,1187,3,0.8140845070422535
407,2055,3,0.8201720093823299
408,1240,1,0.8834269662921348
409,2055,2,0.8201720093823299
410,9382,4,0.6922939707456297
411,12004,2,0.7687447346251053
412,9382,4,0.6922939707456297
413,2004,3,0.8655115511551155
414,2269,2,0.8274831964152353
415,1476,2,0.7977401129943503
416,12004,2,0.7687447346251053
417,5890,2,0.7286077379271392
418,4307,9,0.7825920245398773
419,8223,1,0.7677590067168736
420,10322,2,0.6959252697696892
421,2207,2,0.7635239567233385
422,7775,2,0.8369144821658788
423,2392,1,0.779887482419128
424,1481,20,0.8239910313901345
425,645,5,0.8934010152284264
426,12004,1,0.7687447346251053
427,4684,1,0.8265342319971621
428,8223,4,0.7677590067168736
429,2207,2,0.7635239567233385
430,12004,2,0.7687447346251053
431,8223,2,0.7677590067168736
432,12004,1,0.7687447346251053
433,2055,7,0.8201720093823299
434,9382,2,0.6922939707456297
435,761,2,0.8755458515283843
436,1430,1,0.8954171562867215
437,8223,5,0.7677590067168736
438,12004,3,0.7687447346251053
439,4684,1,0.8265342319971621
440,2796,2,0.666865671641791
441,12004,1,0.7687447346251053
442,4684,1,0.8265342319971621
443,4684,2,0.8265342319971621
444,2008,1,0.8115823817292006
445,10322,1,0.6959252697696892
446,12004,1,0.7687447346251053
447,1185,1,0.884180790960452
448,10322,1,0.6959252697696892
449,1878,3,0.8666092943201377
450,8223,2,0.7677590067168736
451,3005,3,0.8684807256235828
452,9382,1,0.6922939707456297
453,4307,2,0.7825920245398773
454,3005,2,0.8684807256235828
455,1476,25,0.7977401129943503
456,761,5,0.8755458515283843
457,4684,1,0.8265342319971621
458,973,1,0.9151943462897526
459,3005,2,0.8684807256235828
460,12004,3,0.7687447346251053
461,1933,1,0.8434256055363322
462,1240,1,0.8834269662921348
463,1402,3,0.8434466019417476
464,1187,6,0.8140845070422535
465,4684,5,0.8265342319971621
466,7775,2,0.8369144821658788
467,2151,5,0.9383561643835616
468,7775,1,0.8369144821658788
469,4684,1,0.8265342319971621
470,9382,2,0.6922939707456297
471,10322,1,0.6959252697696892
472,9382,1,0.6922939707456297
473,3005,6,0.8684807256235828
474,9382,5,0.6922939707456297
475,3005,1,0.8684807256235828
476,7775,5,0.8369144821658788
477,1185,2,0.884180790960452
478,2992,5,0.8740947075208914
479,8223,1,0.7677590067168736
480,10322,3,0.6959252697696892
481,2055,2,0.8201720093823299
482,12004,1,0.7687447346251053
483,5890,6,0.7286077379271392
484,9382,1,0.6922939707456297
485,10322,1,0.6959252697696892
486,5890,2,0.7286077379271392
487,12004,15,0.7687447346251053
488,4307,1,0.7825920245398773
489,2151,1,0.9383561643835616
490,4307,1,0.7825920245398773
491,4307,1,0.7825920245398773
492,1187,4,0.8142458100558659
493,10322,1,0.6959252697696892
494,7775,1,0.8369144821658788
495,2992,4,0.8740947075208914
496,4307,5,0.7825920245398773
497,2392,4,0.779887482419128
498,1402,1,0.8434466019417476
499,1402,2,0.8434466019417476
500,9382,3,0.6922939707456297
501,12004,1,0.7687447346251053
502,4684,3,0.8265342319971621
503,3005,4,0.8684807256235828
504,10322,1,0.6959252697696892
505,1187,2,0.8140845070422535
506,2004,2,0.8655115511551155
507,4010,3,0.8351239669421487
508,2055,3,0.8201720093823299
509,5890,1,0.7286077379271392
510,10322,2,0.6959252697696892
511,4896,3,0.829657278588395
512,2004,1,0.8655115511551155
513,12004,1,0.7687447346251053
514,1476,1,0.7977401129943503
515,2008,1,0.8115823817292006
516,7775,1,0.8369144821658788
517,1038,1,0.7970540098199672
518,5890,2,0.7286077379271392
519,10322,2,0.6959252697696892
520,4307,1,0.7825920245398773
521,3005,1,0.8684807256235828
522,10322,1,0.6959252697696892
523,1471,1,0.9193548387096774
524,9382,1,0.6922939707456297
525,1185,2,0.884180790960452
526,4896,1,0.829657278588395
527,2004,2,0.8655115511551155
528,2992,3,0.8740947075208914
529,4684,4,0.8265342319971621
530,9382,1,0.6922939707456297
531,769,1,0.9129511677282378
532,4684,2,0.8265342319971621
533,4684,2,0.8265342319971621
534,4010,3,0.8351239669421487
535,1471,1,0.9193548387096774
536,7775,1,0.8369144821658788
537,7775,1,0.8369144821658788
538,12004,1,0.7687447346251053
539,8223,1,0.7677590067168736
540,2207,1,0.7635239567233385
541,4010,1,0.8351239669421487
542,2269,1,0.8274831964152353
543,9382,2,0.6922939707456297
544,4010,1,0.8351239669421487
545,2992,1,0.8740947075208914
546,9382,1,0.6922939707456297
547,1187,1,0.8140845070422535
548,10322,3,0.6959252697696892
549,1878,13,0.8666092943201377
550,7775,1,0.8369144821658788
551,4010,1,0.8351239669421487
552,9382,1,0.6922939707456297
553,4684,1,0.8265342319971621
554,645,9,0.8934010152284264
555,4684,2,0.8265342319971621
556,4896,1,0.829657278588395
557,4010,5,0.8351239669421487
558,4307,1,0.7825920245398773
559,2151,1,0.9383561643835616
560,4684,2,0.8265342319971621
561,8223,3,0.7677590067168736
562,2004,1,0.8655115511551155
563,7775,1,0.8369144821658788
564,5890,2,0.7286077379271392
565,1878,1,0.8666092943201377
566,7775,3,0.8369144821658788
567,7775,3,0.8369144821658788
568,10322,1,0.6959252697696892
569,2008,1,0.8115823817292006
570,8223,1,0.7677590067168736
571,1430,2,0.8954171562867215
572,5890,1,0.7286077379271392
573,10322,3,0.6959252697696892
574,8223,4,0.7677590067168736
575,5890,1,0.7286077379271392
576,5890,6,0.7286077379271392
577,12004,2,0.7687447346251053
578,1933,8,0.8434256055363322
579,4684,14,0.8265342319971621
580,12004,1,0.7687447346251053
581,4307,1,0.7825920245398773
582,1481,3,0.8239910313901345
583,1235,1,0.8134920634920635
584,10322,2,0.6959252697696892
585,4307,1,0.7825920245398773
586,4307,1,0.7825920245398773
587,898,3,0.8837638376383764
588,2269,1,0.8274831964152353
589,1481,1,0.8239910313901345
590,4896,8,0.829657278588395
591,8223,4,0.7677590067168736
592,1878,9,0.8666092943201377
593,2796,2,0.666865671641791
594,5890,2,0.7286077379271392
595,9382,4,0.6922939707456297
596,3005,8,0.8684807256235828
597,4307,1,0.7825920245398773
598,1476,1,0.7977401129943503
599,1187,4,0.8142458100558659
600,12004,3,0.7687447346251053
601,7775,1,0.8369144821658788
602,12004,1,0.7687447346251053
603,5890,1,0.7286077379271392
604,2151,1,0.9383561643835616
605,7775,6,0.8369144821658788
606,2981,2,0.7996706915477497
607,4010,3,0.8351239669421487
608,2269,1,0.8274831964152353
609,1476,11,0.7977401129943503
610,4896,2,0.829657278588395
611,8223,3,0.7677590067168736
612,10322,1,0.6959252697696892
613,898,1,0.8837638376383764
614,10322,2,0.6959252697696892
615,12004,1,0.7687447346251053
616,8223,1,0.7677590067168736
617,2008,2,0.8115823817292006
618,2992,9,0.8740947075208914
619,4010,5,0.8351239669421487
620,761,3,0.8755458515283843
621,2207,2,0.7635239567233385
622,1187,2,0.8142458100558659
623,761,3,0.8755458515283843
624,4307,3,0.7825920245398773
625,4684,1,0.8265342319971621
626,898,2,0.8837638376383764
627,8223,1,0.7677590067168736
628,8223,5,0.7677590067168736
629,12004,2,0.7687447346251053
630,2151,1,0.9383561643835616
631,10322,1,0.6959252697696892
632,10322,1,0.6959252697696892
633,4684,3,0.8265342319971621
634,9382,1,0.6922939707456297
635,1240,1,0.8834269662921348
636,4896,2,0.829657278588395
637,4896,2,0.829657278588395
638,2796,1,0.666865671641791
639,7775,2,0.8369144821658788
640,2269,1,0.8274831964152353
641,3005,3,0.8684807256235828
642,1481,3,0.8239910313901345
643,898,6,0.8837638376383764
644,10322,1,0.6959252697696892
645,5890,5,0.7286077379271392
646,2981,2,0.7996706915477497
647,2392,1,0.779887482419128
648,2008,2,0.8115823817292006
649,1240,1,0.8834269662921348
650,7775,2,0.8369144821658788
651,9382,1,0.6922939707456297
652,7775,1,0.8369144821658788
653,2981,4,0.7996706915477497
654,12004,2,0.7687447346251053
655,2796,5,0.666865671641791
656,1235,1,0.8134920634920635
657,12004,1,0.7687447346251053
658,8223,4,0.7677590067168736
659,1476,2,0.7977401129943503
660,8223,13,0.7677590067168736
661,7775,3,0.8369144821658788
662,973,13,0.9151943462897526
663,3005,1,0.8684807256235828
664,2796,1,0.666865671641791
665,4010,4,0.8351239669421487
666,4896,1,0.829657278588395
667,1471,1,0.9193548387096774
668,2055,4,0.8201720093823299
669,7775,1,0.8369144821658788
670,2392,1,0.779887482419128
671,8223,2,0.7677590067168736
672,12004,7,0.7687447346251053
673,1471,1,0.9193548387096774
674,4896,7,0.829657278588395
675,2055,1,0.8201720093823299
676,1476,2,0.7977401129943503
677,769,1,0.9129511677282378
678,12004,2,0.7687447346251053
679,9382,1,0.6922939707456297
680,1185,1,0.884180790960452
681,9382,5,0.6922939707456297
682,2008,1,0.8115823817292006
683,3005,2,0.8684807256235828
684,2151,1,0.9383561643835616
685,10322,2,0.6959252697696892
686,10322,3,0.6959252697696892
687,8223,1,0.7677590067168736
688,1476,1,0.7977401129943503
689,10322,1,0.6959252697696892
690,2207,2,0.7635239567233385
691,3005,4,0.8684807256235828
692,4307,2,0.7825920245398773
693,2981,1,0.7996706915477497
694,5890,3,0.7286077379271392
695,1481,2,0.8239910313901345
696,4684,5,0.8265342319971621
697,4010,4,0.8351239669421487
698,1476,6,0.7977401129943503
699,1471,1,0.9193548387096774
700,7775,3,0.8369144821658788
701,1481,5,0.8239910313901345
702,8223,1,0.7677590067168736
703,1430,1,0.8954171562867215
704,7775,2,0.8369144821658788
705,973,2,0.9151943462897526
706,1933,1,0.8434256055363322
707,2981,4,0.7996706915477497
708,1471,4,0.9193548387096774
709,2269,3,0.8274831964152353
710,4010,1,0.8351239669421487
711,7775,2,0.8369144821658788
712,7775,1,0.8369144821658788
713,2055,2,0.8201720093823299
714,2981,2,0.7996706915477497
715,1878,3,0.8666092943201377
716,12004,2,0.7687447346251053
717,4896,2,0.829657278588395
718,1933,2,0.8434256055363322
719,7775,1,0.8369144821658788
720,2269,2,0.8274831964152353
721,12004,1,0.7687447346251053
722,1187,1,0.8142458100558659
723,4684,1,0.8265342319971621
724,9382,1,0.6922939707456297
725,7775,2,0.8369144821658788
726,12004,1,0.7687447346251053
727,7775,3,0.8369144821658788
728,1481,5,0.8239910313901345
729,8223,3,0.7677590067168736
730,1430,3,0.8954171562867215
731,1878,4,0.8666092943201377
732,9382,6,0.6922939707456297
733,12004,3,0.7687447346251053
734,1402,2,0.8434466019417476
735,12004,4,0.7687447346251053
736,1476,2,0.7977401129943503
737,2981,10,0.7996706915477497
738,12004,1,0.7687447346251053
739,1235,2,0.8134920634920635
740,8223,4,0.7677590067168736
741,4684,2,0.8265342319971621
742,2207,1,0.7635239567233385
743,2207,1,0.7635239567233385
744,898,4,0.8837638376383764
745,9382,2,0.6922939707456297
746,2004,4,0.8655115511551155
747,2992,1,0.8740947075208914
748,8223,2,0.7677590067168736
749,7775,3,0.8369144821658788
750,2392,2,0.779887482419128
751,4684,1,0.8265342319971621
752,1402,1,0.8434466019417476
753,4307,2,0.7825920245398773
754,10322,1,0.6959252697696892
755,12004,1,0.7687447346251053
756,4684,10,0.8265342319971621
757,9382,1,0.6922939707456297
758,1476,2,0.7977401129943503
759,4896,3,0.829657278588395
760,2796,1,0.666865671641791
761,2269,8,0.8274831964152353
762,5890,3,0.7286077379271392
763,2992,1,0.8740947075208914
764,8223,2,0.7677590067168736
765,5890,2,0.7286077379271392
766,12004,1,0.7687447346251053
767,2796,1,0.666865671641791
768,5890,2,0.7286077379271392
769,2392,1,0.779887482419128
770,2392,1,0.779887482419128
771,1933,2,0.8434256055363322
772,973,4,0.9151943462897526
773,12004,2,0.7687447346251053
774,973,2,0.9151943462897526
775,7775,1,0.8369144821658788
776,5890,2,0.7286077379271392
777,10322,1,0.6959252697696892
778,973,16,0.9151943462897526
779,12004,1,0.7687447346251053
780,10322,1,0.6959252697696892
781,3005,10,0.8684807256235828
782,9382,1,0.6922939707456297
783,898,1,0.8837638376383764
784,2008,1,0.8115823817292006
785,7775,6,0.8369144821658788
786,7775,6,0.8369144821658788
787,8223,1,0.7677590067168736
788,7775,1,0.8369144821658788
789,2392,1,0.779887482419128
790,2055,2,0.8201720093823299
791,4896,8,0.829657278588395
792,4307,1,0.7825920245398773
793,1038,3,0.7970540098199672
794,1933,2,0.8434256055363322
795,7775,2,0.8369144821658788
796,10322,2,0.6959252697696892
797,12004,2,0.7687447346251053
798,4684,1,0.8265342319971621
799,10322,3,0.6959252697696892
800,4684,3,0.8265342319971621
801,1187,4,0.8142458100558659
802,4896,3,0.829657278588395
803,2151,1,0.9383561643835616
804,1878,2,0.8666092943201377
805,1878,2,0.8666092943201377
806,1402,3,0.8434466019417476
807,8223,2,0.7677590067168736
808,4684,1,0.8265342319971621
809,2392,1,0.779887482419128
810,12004,1,0.7687447346251053
811,8223,2,0.7677590067168736
812,1481,3,0.8239910313901345
813,7775,7,0.8369144821658788
814,2392,1,0.779887482419128
815,2992,4,0.8740947075208914
816,973,5,0.9151943462897526
817,8223,1,0.7677590067168736
818,8223,1,0.7677590067168736
819,2981,4,0.7996706915477497
820,7775,1,0.8369144821658788
821,1402,11,0.8434466019417476
822,1481,2,0.8239910313901345
823,8223,1,0.7677590067168736
824,2055,3,0.8201720093823299
825,9382,4,0.6922939707456297
826,2055,4,0.8201720093823299
827,4896,3,0.829657278588395
828,1878,4,0.8666092943201377
829,9382,1,0.6922939707456297
830,12004,1,0.7687447346251053
831,9382,2,0.6922939707456297
832,4010,5,0.8351239669421487
833,4896,1,0.829657278588395
834,7775,2,0.8369144821658788
835,12004,1,0.7687447346251053
836,9382,2,0.6922939707456297
837,5890,2,0.7286077379271392
838,1187,1,0.8142458100558659
839,12004,2,0.7687447346251053
840,12004,1,0.7687447346251053
841,5890,1,0.7286077379271392
842,4684,1,0.8265342319971621
843,769,2,0.9129511677282378
844,5890,6,0.7286077379271392
845,1235,6,0.8134920634920635
846,9382,1,0.6922939707456297
847,8223,4,0.7677590067168736
848,12004,1,0.7687447346251053
849,4896,2,0.829657278588395
850,4307,1,0.7825920245398773
851,9382,5,0.6922939707456297
852,645,3,0.8934010152284264
853,10322,3,0.6959252697696892
854,1476,3,0.7977401129943503
855,5890,1,0.7286077379271392
856,1481,2,0.8239910313901345
857,2981,1,0.7996706915477497
858,7775,1,0.8369144821658788
859,2055,6,0.8201720093823299
860,2269,5,0.8274831964152353
861,2981,3,0.7996706915477497
862,10322,1,0.6959252697696892
863,8223,2,0.7677590067168736
864,2796,3,0.666865671641791
865,1235,2,0.8134920634920635
866,4307,1,0.7825920245398773
867,2796,1,0.666865671641791
868,12004,1,0.7687447346251053
869,4010,4,0.8351239669421487
870,9382,1,0.6922939707456297
871,769,3,0.9129511677282378
872,5890,1,0.7286077379271392
873,898,5,0.8837638376383764
874,8223,2,0.7677590067168736
875,4684,4,0.8265342319971621
876,10322,1,0.6959252697696892
877,8223,5,0.7677590067168736
878,973,2,0.9151943462897526
